100
67	9	94	21	40	79	3	54	11	84	57	49	9	5	24	6	79	6	42	13	78	19	4	22	93	55	31	26	55	62	38	17	56	64	40	51	29	63	69	28	92	84	56	48	49	16	5	30	98	51	78	60	6	63	40	78	12	5	80	15	84	83	49	66	53	43	2	46	1	8	76	50	86	48	69	22	56	16	63	34	12	86	42	94	34	24	32	64	83	37	8	82	28	39	64	72	3	52	17	82
48	71	69	18	18	51	23	14	89	69	21	92	45	55	82	75	91	39	20	93	38	75	44	67	87	34	79	8	38	48	58	8	75	88	28	74	19	45	80	56	90	75	16	24	77	65	46	84	100	84	80	40	73	37	18	2	38	27	85	25	52	43	87	77	58	55	73	21	47	78	87	3	30	89	14	85	4	84	44	86	66	23	28	96	6	6	12	100	8	54	77	59	21	42	77	44	100	32	49	7
3	26	58	57	9	98	16	61	55	29	26	14	28	97	15	83	42	43	95	42	93	83	74	92	64	68	84	83	65	96	85	32	31	17	45	19	71	58	50	23	15	78	53	47	37	56	18	92	19	46	1	31	2	11	27	57	85	80	11	69	69	69	24	88	62	56	17	78	61	1	2	73	23	64	46	84	40	27	7	4	58	50	13	75	3	2	12	12	89	33	53	39	86	40	37	83	16	17	74	42
97	81	6	84	50	70	10	59	17	35	86	55	20	86	31	67	73	29	21	65	34	25	35	97	18	9	92	39	44	72	35	50	30	76	1	2	87	31	54	70	29	74	68	10	88	9	22	44	55	92	88	73	56	50	50	29	33	27	41	51	98	50	85	48	93	25	85	73	34	55	77	45	82	48	71	54	10	24	89	53	11	86	17	55	64	41	72	24	32	85	97	16	13	10	46	93	88	99	29	48
56	24	68	21	99	62	16	37	51	34	22	32	48	60	29	68	55	11	40	34	84	93	39	35	4	53	75	98	50	94	43	6	9	20	66	21	33	14	78	34	80	8	13	22	97	30	4	34	27	98	15	94	82	74	43	7	22	67	44	36	4	87	2	58	100	4	12	5	75	8	15	6	20	9	22	64	44	13	4	43	61	75	49	31	96	5	3	60	20	59	69	81	63	9	64	62	46	88	35	25
89	98	66	6	62	22	79	32	97	19	36	64	39	37	76	84	61	63	84	83	36	76	5	44	6	74	85	80	50	9	52	36	31	24	95	71	23	59	50	60	80	55	46	14	77	97	56	60	54	43	43	30	27	80	18	6	48	59	95	8	79	4	74	82	49	5	34	37	80	13	95	74	78	56	81	19	9	96	24	12	96	18	51	32	55	63	37	2	93	88	81	69	87	92	36	57	48	65	12	97
99	93	90	84	93	48	52	33	3	77	48	56	94	33	86	66	68	89	96	65	24	78	20	8	78	78	2	42	35	88	25	98	27	17	70	66	26	55	41	64	13	85	20	53	71	27	80	70	61	34	44	14	73	39	51	90	89	44	5	21	46	81	80	46	6	99	39	33	29	30	45	42	97	58	64	69	49	45	51	99	86	99	47	54	62	61	68	19	93	1	64	23	4	95	29	68	79	66	80	36
8	69	42	56	32	4	46	3	67	15	49	67	65	58	22	10	95	33	42	50	7	86	64	1	45	85	24	50	29	19	91	6	66	58	10	75	58	17	61	39	51	37	41	92	38	11	59	51	41	24	60	40	97	99	82	5	44	73	85	77	72	60	32	16	16	33	97	98	92	60	58	55	100	32	10	17	4	68	55	37	17	64	34	92	74	31	24	25	70	15	75	66	39	61	4	50	23	19	69	2
43	94	53	29	94	67	99	54	40	23	4	24	71	30	92	73	98	43	22	4	54	66	19	76	82	74	60	83	92	62	22	17	71	56	2	51	1	45	41	52	34	84	67	6	73	99	10	76	47	98	87	13	68	77	13	77	60	44	89	46	70	59	15	90	68	91	54	20	91	10	7	20	25	32	17	65	63	56	35	53	99	41	91	26	71	40	96	78	8	84	29	53	35	22	39	41	30	19	91	58
58	90	18	46	61	70	32	40	96	62	7	12	96	57	52	42	20	74	96	86	25	26	45	71	62	13	79	35	88	97	10	78	6	78	27	22	47	76	7	20	31	6	73	25	34	46	43	83	31	81	91	60	92	62	69	59	58	63	49	33	37	4	31	13	86	35	51	95	42	17	71	100	98	17	49	47	79	41	11	27	82	76	63	84	78	21	37	62	20	16	68	55	19	44	100	31	99	58	24	7
52	11	67	46	30	9	78	52	28	58	64	67	50	57	32	60	98	66	100	52	96	36	50	60	67	26	78	66	88	92	70	33	89	86	62	99	24	19	9	54	55	3	75	14	87	63	38	40	34	74	69	5	80	33	74	48	65	29	73	3	84	65	8	53	99	78	77	43	15	81	75	4	86	36	100	23	76	19	10	77	29	47	77	46	90	32	8	55	4	51	87	31	17	35	44	45	68	92	89	22
22	98	17	89	29	86	2	18	16	27	30	38	9	43	69	97	58	39	92	59	70	93	41	35	54	72	20	36	92	63	93	91	40	15	92	47	68	95	36	89	47	34	84	26	57	55	7	14	9	53	45	18	82	47	31	49	61	12	7	25	91	24	60	60	49	48	83	96	41	7	84	90	40	99	78	73	66	16	97	8	74	18	2	76	65	47	71	27	83	95	98	86	9	62	19	40	7	55	27	87
85	74	93	35	48	9	42	23	33	79	79	49	31	39	53	30	45	88	45	50	49	9	67	25	45	25	92	25	34	92	58	94	30	60	22	60	4	73	74	45	84	15	16	5	96	28	97	23	97	10	80	86	83	32	79	67	23	81	60	87	91	97	63	79	82	83	56	66	85	59	34	72	85	72	60	67	98	79	45	17	3	42	53	56	42	58	37	92	46	75	76	13	84	27	27	7	66	63	75	58
44	66	13	89	82	42	89	16	38	69	49	72	26	98	65	5	38	36	48	30	90	66	5	61	51	16	27	33	80	12	91	20	79	44	2	67	12	75	85	91	5	66	20	91	54	42	99	24	21	77	64	20	77	85	25	70	67	36	78	94	64	73	15	81	17	39	92	42	36	56	3	35	23	10	75	47	51	72	57	67	62	76	51	22	14	25	5	45	3	21	16	17	70	70	2	34	96	41	64	31
89	46	39	55	9	89	1	32	40	93	90	99	54	23	99	22	30	43	75	3	87	11	58	67	49	75	46	18	93	91	38	26	80	98	90	29	25	36	14	76	13	97	77	68	66	18	18	84	96	91	11	65	5	52	18	81	16	96	18	95	35	38	41	2	62	41	12	70	53	90	24	93	21	37	74	14	32	83	61	16	65	6	28	39	33	74	43	76	57	72	89	31	4	42	49	85	50	99	9	5
17	41	45	50	66	59	17	51	32	20	75	70	62	37	48	44	49	51	82	86	65	18	41	34	97	82	32	85	50	1	11	24	27	37	30	99	87	5	63	2	93	30	12	40	93	2	92	29	77	52	82	43	50	20	67	62	62	37	85	83	100	89	56	46	77	21	46	95	19	20	91	77	87	85	14	81	15	5	5	8	27	36	30	17	24	64	50	42	95	99	65	64	5	98	61	62	34	7	78	23
80	5	2	91	22	97	76	35	56	12	54	27	38	41	3	44	90	2	24	43	94	11	86	29	78	94	46	99	1	12	2	66	61	85	97	44	76	63	31	99	68	86	87	44	3	34	20	90	42	51	48	62	84	8	52	60	85	5	45	4	73	80	29	38	23	14	6	59	85	24	52	48	66	38	72	82	48	12	31	87	34	63	26	28	72	89	33	84	12	91	21	63	4	51	5	88	18	39	53	88
72	93	5	12	10	53	29	76	75	34	70	31	44	62	54	28	48	34	46	50	96	88	53	10	84	25	70	90	77	75	41	78	30	52	25	46	78	35	53	4	81	91	4	55	54	60	49	78	38	87	51	7	13	96	60	2	78	44	77	41	98	100	99	63	83	84	95	29	43	94	5	56	55	71	99	8	43	51	13	41	53	1	97	43	3	50	75	3	49	1	5	71	61	97	51	26	60	86	65	41
66	31	86	64	68	75	88	70	6	68	93	46	64	52	12	47	78	13	5	86	25	69	75	93	71	16	49	58	10	86	87	50	4	67	70	8	27	1	10	32	86	42	55	83	99	90	95	53	48	29	95	98	63	79	46	39	7	85	83	54	59	9	17	10	79	80	23	38	45	55	38	30	2	25	83	61	27	74	72	8	80	29	99	77	44	86	31	41	97	83	68	77	37	19	68	23	92	61	77	68
56	15	94	61	65	19	62	69	45	95	42	81	62	66	85	38	86	38	29	31	38	10	76	75	8	40	9	73	12	91	45	61	35	42	27	81	9	99	82	5	97	1	75	65	50	31	63	29	19	21	63	10	13	28	15	64	79	21	63	35	44	53	96	95	98	50	95	60	39	66	30	35	63	100	1	17	49	83	48	100	28	72	3	31	73	9	21	15	44	60	11	72	18	30	79	99	7	45	41	53
100	1	98	81	92	23	12	78	76	85	72	14	9	87	38	82	23	64	52	59	82	98	13	67	72	32	57	36	51	75	7	80	89	27	25	86	37	8	3	53	88	60	50	8	23	35	25	7	35	100	46	4	54	77	21	61	58	20	80	27	5	60	33	47	64	92	65	67	31	62	89	11	78	59	83	43	64	50	45	24	69	84	13	34	6	53	35	69	96	17	76	19	40	15	76	7	45	8	79	33
19	89	62	69	100	77	65	74	6	39	41	3	94	33	999	53	98	5	15	86	30	18	67	92	76	16	80	87	15	44	20	95	98	68	100	53	93	13	94	73	44	70	80	84	94	49	67	59	48	28	19	69	43	49	61	76	76	46	83	19	64	40	4	28	19	1	14	58	91	33	55	4	95	96	54	59	41	8	75	74	100	46	59	32	41	71	61	36	71	18	97	16	47	3	90	100	98	89	34	87
19	94	47	84	70	25	92	8	37	50	60	82	45	46	999	50	43	64	67	37	36	64	97	23	60	22	47	57	68	17	9	72	24	90	72	3	71	55	69	88	16	19	7	84	13	51	49	52	74	92	50	73	54	66	44	72	14	30	37	91	53	6	6	57	23	72	80	11	60	99	16	30	34	32	95	66	60	31	27	85	12	59	60	46	14	12	43	46	85	41	76	3	29	26	2	68	61	59	24	57
88	69	73	62	98	2	76	56	84	59	76	68	63	35	97	60	8	10	23	39	36	99	1	74	8	46	75	43	52	83	13	28	94	1	53	66	61	91	16	30	65	48	63	9	51	45	18	28	69	90	16	60	25	64	77	93	32	23	83	5	19	41	80	16	45	1	83	1	21	80	98	4	87	3	1	23	26	66	16	53	24	87	83	68	14	52	77	74	4	18	26	16	94	32	58	75	70	7	10	88
5	45	97	40	9	94	68	58	4	40	46	89	89	73	18	100	51	94	9	6	92	80	22	61	91	4	30	30	10	64	73	88	96	12	21	84	4	78	55	5	24	71	10	13	48	95	11	17	79	37	76	99	76	83	42	30	81	12	100	96	65	50	48	70	33	38	71	82	94	11	37	90	8	22	79	42	14	22	96	74	34	76	51	14	86	68	61	98	96	56	22	94	55	37	73	37	45	48	57	14
55	46	17	10	81	34	76	29	13	69	96	65	35	94	74	7	49	71	96	3	18	33	79	67	12	43	92	2	61	77	93	90	93	75	97	65	46	77	24	11	42	47	1	16	44	92	6	2	95	76	77	43	65	89	39	43	15	16	34	67	65	95	10	10	13	44	58	18	86	50	93	79	86	4	11	72	13	5	28	13	77	52	17	100	55	39	81	78	7	25	24	96	24	66	14	22	34	99	31	6
10	36	40	9	96	99	57	6	84	63	87	100	12	85	39	71	25	73	7	48	41	27	69	60	11	42	11	32	5	34	53	72	88	79	38	39	88	37	92	30	24	26	79	41	93	84	96	80	83	100	81	39	19	46	89	29	30	91	9	79	47	58	22	71	27	41	76	36	12	8	68	30	71	50	40	4	65	83	16	51	9	97	45	87	13	14	34	100	14	23	86	61	64	44	50	16	56	57	80	4
17	68	52	51	93	68	67	30	17	78	73	55	35	27	59	68	44	93	90	10	5	92	98	16	74	22	33	71	19	10	40	64	32	98	53	33	11	75	73	52	21	25	49	91	72	66	89	89	63	70	97	90	6	47	72	35	52	5	50	50	58	68	13	42	65	99	5	13	30	2	85	74	91	33	46	61	99	79	64	2	9	87	99	27	93	49	24	74	81	53	36	9	69	81	55	52	90	89	40	19
42	34	13	56	72	55	10	35	58	84	78	21	79	82	59	55	5	14	88	57	24	3	78	9	48	75	84	51	7	52	19	36	13	64	38	86	13	12	46	49	70	73	91	33	45	83	58	41	74	47	17	52	73	68	39	37	38	100	70	99	15	47	12	62	40	37	26	16	35	11	24	35	12	41	44	44	60	38	98	93	23	26	18	73	40	73	69	33	25	77	71	58	69	62	12	96	42	60	74	87
64	10	52	53	77	58	92	98	76	82	52	90	4	91	59	33	19	17	87	50	99	9	81	78	3	77	58	44	53	18	48	19	57	96	30	84	84	75	83	53	13	69	43	90	98	34	91	45	85	21	95	91	58	72	20	38	67	68	66	55	13	21	21	77	98	46	90	95	14	38	47	63	78	14	5	11	45	24	27	91	98	19	23	62	55	49	51	6	33	51	61	12	64	8	41	16	27	3	56	64
96	41	18	65	39	73	26	55	4	99	51	88	76	68	35	25	31	20	17	95	80	97	79	68	54	32	20	87	87	12	11	62	63	17	95	18	25	96	23	88	86	53	54	27	50	52	62	3	37	65	99	48	50	9	81	40	76	6	14	45	12	9	58	24	63	29	81	47	78	33	100	81	7	30	71	33	24	37	54	75	56	93	74	30	20	80	81	58	82	60	1	51	50	48	65	52	18	1	70	33
87	25	59	59	72	57	94	25	22	63	81	83	5	90	16	97	19	20	87	75	34	19	81	47	33	56	25	100	28	57	77	59	61	65	98	16	18	96	75	14	49	45	74	13	32	15	49	98	75	98	88	6	18	80	48	65	4	98	83	71	1	60	11	26	30	98	78	49	48	63	77	48	45	10	74	75	39	25	27	38	94	21	8	64	84	83	54	80	38	24	9	9	9	80	31	18	85	83	51	73
41	95	58	62	62	49	10	72	56	85	67	80	2	90	55	14	57	46	49	58	77	64	51	44	66	11	92	4	58	11	51	73	87	35	99	84	10	97	4	8	82	44	8	20	14	72	74	80	88	72	67	9	38	9	51	59	36	67	5	87	39	97	64	86	88	53	87	31	17	35	54	32	58	81	17	11	22	92	58	96	24	14	87	76	34	27	45	66	48	8	29	75	66	11	100	74	53	12	14	9
69	35	84	73	1	69	78	58	100	70	54	94	73	64	98	84	92	31	90	46	40	94	61	35	5	82	31	27	19	74	35	49	78	56	54	22	68	49	62	35	1	42	41	34	5	19	62	42	48	7	12	8	13	33	78	44	91	39	70	58	4	70	31	46	57	80	89	55	28	26	74	25	87	58	9	79	62	35	29	36	35	11	96	69	30	38	38	79	7	57	67	25	92	47	72	67	65	28	41	51
86	45	40	8	25	74	55	51	8	69	56	24	65	2	35	12	42	62	67	53	86	77	95	84	21	44	89	33	76	79	31	59	46	62	25	76	8	73	14	37	99	58	4	18	52	42	32	45	26	99	75	97	43	43	98	18	85	91	70	61	99	61	73	35	17	50	16	47	26	50	45	39	32	80	83	39	7	24	81	72	83	61	50	36	54	44	85	14	92	27	41	76	8	12	22	96	15	33	64	32
6	58	3	67	42	10	8	68	32	56	97	50	100	70	18	74	16	57	73	15	57	89	59	24	16	48	99	55	67	66	55	100	78	15	91	78	20	69	86	40	78	22	82	70	76	53	28	75	7	71	93	35	94	66	24	51	94	60	29	24	51	90	50	50	29	75	58	87	85	75	55	66	81	12	54	81	59	37	23	63	87	48	30	34	86	68	71	3	96	72	76	25	1	6	39	79	86	26	44	5
69	83	66	9	61	27	57	98	65	40	59	41	8	43	100	100	77	78	69	54	17	65	67	71	98	76	49	93	15	7	6	11	42	49	3	3	23	68	35	99	20	24	98	45	42	76	23	64	58	43	24	99	28	61	42	87	45	56	54	29	23	14	3	72	92	12	87	20	13	2	85	10	55	54	1	33	48	77	63	70	88	84	26	87	4	50	28	23	10	6	21	79	22	55	83	23	59	59	49	63
85	100	44	71	48	13	15	83	8	11	20	99	22	39	53	69	17	28	87	2	38	79	92	2	1	32	90	80	1	42	23	38	95	64	4	86	10	61	1	99	88	4	27	48	53	36	18	75	61	10	15	33	51	89	1	3	89	24	58	70	69	75	65	45	35	27	67	56	55	59	4	82	96	25	39	91	96	84	18	87	26	11	27	74	90	4	24	15	36	5	18	12	35	19	91	22	1	4	86	87
51	88	71	4	74	79	69	43	97	12	24	94	68	5	78	46	84	52	9	56	97	33	33	46	9	66	16	100	38	53	47	10	85	48	37	35	58	49	56	67	80	49	11	28	82	59	63	99	13	77	52	38	3	70	15	37	32	23	43	25	4	31	30	47	19	87	75	65	37	32	20	64	21	1	32	43	73	31	68	8	100	40	20	28	97	89	46	42	96	60	56	44	72	50	50	41	38	27	64	92
76	14	43	88	40	97	63	22	7	40	48	18	45	78	50	69	30	62	85	95	46	39	10	35	38	8	85	13	65	64	90	1	1	39	34	53	33	37	24	48	65	64	43	10	26	34	85	4	76	11	46	34	16	89	25	78	91	10	31	22	64	23	17	18	49	14	30	97	77	99	9	52	11	38	48	37	7	78	63	28	83	98	68	67	32	97	59	24	62	23	67	59	40	65	79	64	24	76	20	84
1	78	4	100	9	3	49	999	36	72	88	41	86	66	30	88	94	60	16	16	36	59	12	67	19	45	2	87	68	42	24	25	75	40	22	45	93	81	86	20	82	15	61	74	86	40	13	73	65	84	51	6	47	69	16	1	38	79	30	91	45	69	92	90	86	77	15	93	3	50	88	43	85	71	5	61	93	15	36	25	18	31	84	51	14	49	20	93	83	19	61	18	87	93	58	54	8	52	26	41
83	95	12	90	2	99	10	6	37	78	91	16	94	58	4	18	78	48	6	18	97	23	57	12	42	8	95	6	21	37	7	92	3	24	43	80	34	23	75	55	74	7	37	85	38	63	94	73	41	33	77	100	31	48	73	64	66	59	100	45	50	67	93	49	29	27	74	81	96	36	81	100	91	21	58	7	45	76	82	69	38	28	97	32	44	38	51	46	55	43	50	85	82	50	68	54	43	61	91	12
15	10	74	95	23	20	46	26	83	63	82	11	100	55	34	68	98	35	51	6	27	39	96	5	81	31	96	45	86	66	98	1	90	62	49	24	42	90	98	80	91	7	97	94	73	18	12	99	38	47	29	41	59	44	77	52	5	22	99	96	9	29	75	34	50	73	92	43	2	55	66	65	35	44	67	53	93	95	77	57	87	71	12	48	35	46	6	51	37	38	72	31	97	73	83	94	49	84	100	73
16	8	56	12	76	92	54	23	51	95	71	81	67	65	84	5	88	86	84	62	54	20	77	60	76	38	13	63	57	10	62	38	44	27	16	57	18	77	76	3	90	27	68	93	73	63	98	15	92	36	60	84	30	8	70	81	93	89	8	42	45	40	50	100	50	2	92	63	67	38	67	44	32	43	81	24	94	21	9	16	69	56	89	27	54	98	50	96	92	61	91	3	25	91	11	57	28	27	47	83
17	99	31	53	8	13	83	63	91	28	98	86	83	64	30	24	99	23	18	37	51	71	6	85	19	16	13	33	35	76	38	71	50	63	98	34	9	63	31	66	83	17	62	81	57	23	32	79	86	70	51	1	100	49	8	77	67	67	73	58	49	7	35	2	17	9	36	11	16	13	19	18	81	35	72	7	52	1	45	15	53	89	92	56	92	9	48	82	78	49	54	46	87	26	53	65	6	84	1	65
97	60	65	45	68	97	12	34	68	34	81	93	18	73	59	4	41	11	48	50	25	54	100	71	84	45	41	54	92	15	96	93	90	35	87	46	5	84	59	51	100	73	40	22	98	1	65	39	94	40	30	80	51	38	13	54	60	79	15	7	56	74	33	96	44	93	79	56	99	20	73	95	46	13	14	58	10	34	69	76	57	33	38	25	64	6	4	27	78	34	37	98	5	52	19	40	51	70	39	22
